"name","Measure","geo_type_name","geo_entity_id","geo_entity_name","data_valuemessage","avg_Rentprice"
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",409,"Southeast Queens",19.2,2535.11538461538
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",410,"Rockaways",28.8,1971.04347826087
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",501,"Port Richmond",25.5,1800
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",502,"Stapleton - St. George",25.9,2245
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",503,"Willowbrook",27.1,1593
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",504,"South Beach - Tottenville",23.9,2390
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",101,"Kingsbridge - Riverdale",18.3,2225.6
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",102,"Northeast Bronx",16.2,1688.42857142857
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",103,"Fordham - Bronx Pk",18.8,1659.28571428571
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",104,"Pelham - Throgs Neck",19.3,1627.22222222222
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",105,"Crotona -Tremont",21.6,1688.42857142857
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",106,"High Bridge - Morrisania",24.1,1961
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",107,"Hunts Point - Mott Haven",25,1688.42857142857
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",201,"Greenpoint",20.5,3339.96
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",202,"Downtown - Heights - Slope",19.8,2903.4
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",203,"Bedford Stuyvesant - Crown Heights",23.9,2216.8
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",204,"East New York",22.4,2016
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",205,"Sunset Park",17.1,2145.12
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",206,"Borough Park",19.9,2146.8
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",207,"East Flatbush - Flatbush",18.5,2114.84
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",208,"Canarsie - Flatlands",18.3,2197.32
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",209,"Bensonhurst - Bay Ridge",16.5,2194
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",210,"Coney Island - Sheepshead Bay",22.3,2202.5652173913
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",211,"Williamsburg - Bushwick",26.9,1976.83333333333
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",106,"High Bridge - Morrisania",84.8,1961
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",301,"Washington Heights",18.1,2325.4
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",302,"Central Harlem - Morningside Heights",19.7,2737.28
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",303,"East Harlem",23.3,2567.32
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",304,"Upper West Side",12,3442.17391304348
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",305,"Upper East Side",11.1,3399.96
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",306,"Chelsea - Clinton",11.7,3680.68
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",307,"Gramercy Park - Murray Hill",12.9,3778.28
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",308,"Greenwich Village - SoHo",9.6,4011.41666666667
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",309,"Union Square - Lower East Side",18.5,3967.64
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",310,"Lower Manhattan",14,3503.16666666667
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",401,"Long Island City - Astoria",15.6,2668.53846153846
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",402,"West Queens",13.2,2005.36
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",403,"Flushing - Clearview",14.1,2199.61538461538
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",404,"Bayside - Little Neck",12.5,2005.36
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",405,"Ridgewood - Forest Hills",15.7,2051.53846153846
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",406,"Fresh Meadows",14.9,2032.29166666667
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",407,"Southwest Queens",19.9,2130.45454545455
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",408,"Jamaica",18.9,1801.04
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",409,"Southeast Queens",14.5,2535.11538461538
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",410,"Rockaways",19.8,1971.04347826087
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",501,"Port Richmond",16.4,1800
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",502,"Stapleton - St. George",16.9,2245
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",503,"Willowbrook",17.8,1593
"PM2.5-Attributable Cardiovascular Hospitalizations (Adults 40 Yrs and Older) ","Rate- 40 Years and Older","UHF42",504,"South Beach - Tottenville",15.2,2390
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",101,"Kingsbridge - Riverdale",117.7,2225.6
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",102,"Northeast Bronx",77.3,1688.42857142857
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",103,"Fordham - Bronx Pk",67.3,1659.28571428571
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",104,"Pelham - Throgs Neck",73.6,1627.22222222222
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",106,"High Bridge - Morrisania",84.8,1961
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",107,"Hunts Point - Mott Haven",71,1688.42857142857
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",201,"Greenpoint",64,3339.96
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",202,"Downtown - Heights - Slope",58.9,2903.4
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",203,"Bedford Stuyvesant - Crown Heights",80,2216.8
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",204,"East New York",64.1,2016
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",205,"Sunset Park",49.2,2145.12
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",206,"Borough Park",68.2,2146.8
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",207,"East Flatbush - Flatbush",54.9,2114.84
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",208,"Canarsie - Flatlands",61.1,2197.32
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",209,"Bensonhurst - Bay Ridge",73.4,2194
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",210,"Coney Island - Sheepshead Bay",83.3,2202.5652173913
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",211,"Williamsburg - Bushwick",72.2,1976.83333333333
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",301,"Washington Heights",60.5,2325.4
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",302,"Central Harlem - Morningside Heights",105.2,2737.28
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",303,"East Harlem",100.5,2567.32
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",304,"Upper West Side",59.5,3442.17391304348
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",305,"Upper East Side",55.3,3399.96
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",306,"Chelsea - Clinton",57.5,3680.68
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",307,"Gramercy Park - Murray Hill",52.7,3778.28
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",308,"Greenwich Village - SoHo",45.4,4011.41666666667
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",309,"Union Square - Lower East Side",66.9,3967.64
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",310,"Lower Manhattan",59.5,3503.16666666667
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",401,"Long Island City - Astoria",55.3,2668.53846153846
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",402,"West Queens",44.6,2005.36
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",403,"Flushing - Clearview",54.5,2199.61538461538
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",404,"Bayside - Little Neck",48.9,2005.36
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",405,"Ridgewood - Forest Hills",72,2051.53846153846
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",406,"Fresh Meadows",52,2032.29166666667
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",407,"Southwest Queens",49,2130.45454545455
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",408,"Jamaica",58.2,1801.04
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",409,"Southeast Queens",43,2535.11538461538
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",410,"Rockaways",101.1,1971.04347826087
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",501,"Port Richmond",65.6,1800
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",502,"Stapleton - St. George",80.3,2245
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",503,"Willowbrook",73.8,1593
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",504,"South Beach - Tottenville",65,2390
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",101,"Kingsbridge - Riverdale",77.6,2225.6
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",102,"Northeast Bronx",57,1688.42857142857
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",103,"Fordham - Bronx Pk",49.6,1659.28571428571
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",104,"Pelham - Throgs Neck",54.5,1627.22222222222
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",105,"Crotona -Tremont",47.4,1688.42857142857
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",106,"High Bridge - Morrisania",55.8,1961
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",107,"Hunts Point - Mott Haven",58.8,1688.42857142857
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",201,"Greenpoint",45.6,3339.96
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",202,"Downtown - Heights - Slope",40.5,2903.4
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",203,"Bedford Stuyvesant - Crown Heights",55.9,2216.8
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",204,"East New York",45.9,2016
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",205,"Sunset Park",38.7,2145.12
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",206,"Borough Park",50.3,2146.8
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",207,"East Flatbush - Flatbush",43.2,2114.84
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",208,"Canarsie - Flatlands",49.7,2197.32
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",209,"Bensonhurst - Bay Ridge",53.6,2194
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",210,"Coney Island - Sheepshead Bay",63.4,2202.5652173913
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",211,"Williamsburg - Bushwick",50,1976.83333333333
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",301,"Washington Heights",46,2325.4
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",302,"Central Harlem - Morningside Heights",63.6,2737.28
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",303,"East Harlem",69.9,2567.32
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",304,"Upper West Side",48.9,3442.17391304348
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",305,"Upper East Side",45.3,3399.96
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",306,"Chelsea - Clinton",39.7,3680.68
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",307,"Gramercy Park - Murray Hill",47.9,3778.28
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",308,"Greenwich Village - SoHo",41,4011.41666666667
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",309,"Union Square - Lower East Side",58.8,3967.64
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",310,"Lower Manhattan",36.4,3503.16666666667
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",401,"Long Island City - Astoria",39.8,2668.53846153846
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",402,"West Queens",33.2,2005.36
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",403,"Flushing - Clearview",43.6,2199.61538461538
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",404,"Bayside - Little Neck",34.5,2005.36
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",405,"Ridgewood - Forest Hills",45.7,2051.53846153846
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",406,"Fresh Meadows",43.4,2032.29166666667
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",407,"Southwest Queens",37.1,2130.45454545455
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",408,"Jamaica",42.7,1801.04
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",409,"Southeast Queens",34.4,2535.11538461538
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",410,"Rockaways",69.8,1971.04347826087
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",501,"Port Richmond",49.1,1800
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",502,"Stapleton - St. George",54.3,2245
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",503,"Willowbrook",58.3,1593
"PM2.5-Attributable Deaths ","Rate - Adults 30 Yrs and Older","UHF42",504,"South Beach - Tottenville",48,2390
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",101,"Kingsbridge - Riverdale",28.5,2225.6
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",102,"Northeast Bronx",25.9,1688.42857142857
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",103,"Fordham - Bronx Pk",28.1,1659.28571428571
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",104,"Pelham - Throgs Neck",24.4,1627.22222222222
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",105,"Crotona -Tremont",33.7,1688.42857142857
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",106,"High Bridge - Morrisania",42.2,1961
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",107,"Hunts Point - Mott Haven",41,1688.42857142857
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",201,"Greenpoint",18.4,3339.96
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",202,"Downtown - Heights - Slope",20.7,2903.4
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",203,"Bedford Stuyvesant - Crown Heights",24.2,2216.8
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",204,"East New York",20.4,2016
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",205,"Sunset Park",17.2,2145.12
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",206,"Borough Park",17.2,2146.8
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",207,"East Flatbush - Flatbush",13.3,2114.84
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",208,"Canarsie - Flatlands",15.5,2197.32
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",209,"Bensonhurst - Bay Ridge",16.6,2194
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",210,"Coney Island - Sheepshead Bay",22.3,2202.5652173913
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",211,"Williamsburg - Bushwick",31.6,1976.83333333333
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",301,"Washington Heights",20.6,2325.4
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",302,"Central Harlem - Morningside Heights",30.6,2737.28
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",303,"East Harlem",44.8,2567.32
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",304,"Upper West Side",15.3,3442.17391304348
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",305,"Upper East Side",11.1,3399.96
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",306,"Chelsea - Clinton",13.5,3680.68
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",307,"Gramercy Park - Murray Hill",13,3778.28
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",308,"Greenwich Village - SoHo",5.9,4011.41666666667
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",309,"Union Square - Lower East Side",22,3967.64
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",310,"Lower Manhattan",15.6,3503.16666666667
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",401,"Long Island City - Astoria",16.9,2668.53846153846
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",402,"West Queens",12.6,2005.36
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",403,"Flushing - Clearview",15,2199.61538461538
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",404,"Bayside - Little Neck",15.1,2005.36
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",405,"Ridgewood - Forest Hills",18.3,2051.53846153846
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",406,"Fresh Meadows",15.2,2032.29166666667
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",407,"Southwest Queens",13.4,2130.45454545455
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",408,"Jamaica",17.9,1801.04
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",409,"Southeast Queens",13,2535.11538461538
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",410,"Rockaways",30.6,1971.04347826087
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",501,"Port Richmond",18.5,1800
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",502,"Stapleton - St. George",20.2,2245
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",503,"Willowbrook",17.8,1593
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",504,"South Beach - Tottenville",15.2,2390
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",101,"Kingsbridge - Riverdale",18.6,2225.6
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",102,"Northeast Bronx",18.6,1688.42857142857
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",103,"Fordham - Bronx Pk",20.5,1659.28571428571
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",104,"Pelham - Throgs Neck",19.7,1627.22222222222
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",105,"Crotona -Tremont",25.1,1688.42857142857
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",106,"High Bridge - Morrisania",27.6,1961
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",107,"Hunts Point - Mott Haven",30.2,1688.42857142857
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",201,"Greenpoint",10,3339.96
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",202,"Downtown - Heights - Slope",13.1,2903.4
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",203,"Bedford Stuyvesant - Crown Heights",16.3,2216.8
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",204,"East New York",13.9,2016
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",205,"Sunset Park",12.5,2145.12
"PM2.5-Attributable Respiratory Hospitalizations (Adults 20 Yrs and Older)","Rate- Adults 20 Yrs and Older","UHF42",206,"Borough Park",11.8,2146.8
